
time,ax,ay,az,wx,wy,wz,
101.254,-0.14,-0.33,1.08,-1.46,0.01,0.83,
101.254,-0.14,-0.33,1.08,-1.43,0.07,0.83,
101.257,-0.14,-0.33,1.08,-1.40,0.12,0.83,
101.259,-0.15,-0.10,1.36,-1.40,0.12,0.83,
101.26,-0.15,-0.10,1.36,-1.37,0.17,0.83,
101.261,-0.15,-0.10,1.36,-1.33,0.23,0.83,
101.263,-0.14,0.12,1.60,-1.33,0.23,0.83,
101.264,-0.14,0.12,1.60,-1.29,0.28,0.82,
101.269,-0.14,0.12,1.60,-1.25,0.33,0.81,
101.271,-0.14,0.12,1.60,-1.21,0.37,0.80,
101.271,-0.07,0.34,1.78,-1.21,0.37,0.80,
101.271,-0.07,0.34,1.78,-1.17,0.42,0.79,
101.274,-0.07,0.34,1.78,-1.13,0.46,0.77,
101.274,-0.02,0.53,1.90,-1.13,0.46,0.77,
101.275,-0.02,0.53,1.90,-1.08,0.50,0.76,
101.278,0.03,0.69,2.00,-1.08,0.50,0.76,
101.278,0.03,0.69,2.00,-1.03,0.53,0.74,
101.28,0.03,0.69,2.00,-0.99,0.57,0.71,
101.284,0.03,0.69,2.00,-0.94,0.60,0.69,
101.284,0.08,0.86,2.04,-0.94,0.60,0.69,
101.285,0.08,0.86,2.04,-0.89,0.63,0.67,
101.288,0.08,0.86,2.04,-0.85,0.65,0.64,
101.288,0.13,1.03,2.10,-0.85,0.65,0.64,
101.291,0.13,1.03,2.10,-0.80,0.68,0.62,
101.293,0.11,1.17,2.06,-0.80,0.68,0.62,
101.293,0.11,1.17,2.06,-0.76,0.70,0.59,
101.295,0.11,1.17,2.06,-0.71,0.72,0.56,
101.297,0.11,1.17,2.06,-0.67,0.74,0.54,
101.297,0.12,1.28,1.98,-0.67,0.74,0.54,
101.3,0.12,1.28,1.98,-0.63,0.76,0.51,
101.303,0.09,1.39,1.90,-0.63,0.76,0.51,
101.304,0.09,1.39,1.90,-0.59,0.78,0.49,
101.304,0.09,1.39,1.90,-0.55,0.79,0.47,
101.308,0.07,1.48,1.75,-0.55,0.79,0.47,
101.308,0.07,1.48,1.75,-0.51,0.81,0.45,
101.309,0.07,1.48,1.75,-0.47,0.83,0.43,
101.312,0.07,1.48,1.75,-0.44,0.84,0.41,
101.313,0.01,1.56,1.57,-0.44,0.84,0.41,
101.315,0.01,1.56,1.57,-0.40,0.86,0.40,
101.317,-0.05,1.60,1.33,-0.40,0.86,0.40,
101.317,-0.05,1.60,1.33,-0.37,0.88,0.38,
101.319,-0.05,1.60,1.33,-0.35,0.89,0.37,
101.321,-0.11,1.63,1.07,-0.35,0.89,0.37,
101.322,-0.11,1.63,1.07,-0.32,0.91,0.37,
101.324,-0.11,1.63,1.07,-0.30,0.92,0.36,
101.326,-0.11,1.63,1.07,-0.29,0.93,0.35,
101.327,-0.16,1.60,0.79,-0.29,0.93,0.35,
101.33,-0.16,1.60,0.79,-0.27,0.94,0.35,
101.332,-0.16,1.60,0.79,-0.26,0.95,0.34,
101.333,-0.17,1.55,0.56,-0.26,0.95,0.34,
101.334,-0.17,1.55,0.56,-0.25,0.96,0.34,
101.338,-0.18,1.50,0.36,-0.25,0.96,0.34,
101.338,-0.18,1.50,0.36,-0.24,0.97,0.34,
101.339,-0.18,1.50,0.36,-0.22,0.98,0.34,
101.342,-0.18,1.50,0.36,-0.22,0.98,0.34,
101.342,-0.19,1.46,0.20,-0.22,0.98,0.34,
101.343,-0.19,1.46,0.20,-0.21,0.99,0.35,
101.346,-0.19,1.46,0.20,-0.20,0.99,0.36,
101.346,-0.21,1.41,0.07,-0.20,0.99,0.36,
101.35,-0.21,1.41,0.07,-0.19,1.00,0.36,
101.351,-0.21,1.41,0.07,-0.18,1.00,0.37,
101.352,-0.18,1.37,-0.06,-0.18,1.00,0.37,
101.353,-0.18,1.37,-0.06,-0.17,1.00,0.38,
101.355,-0.17,1.33,-0.16,-0.17,1.00,0.38,
101.356,-0.17,1.33,-0.16,-0.16,1.00,0.40,
101.359,-0.17,1.33,-0.16,-0.15,1.00,0.41,
101.36,-0.17,1.33,-0.16,-0.14,1.00,0.42,
101.361,-0.16,1.34,-0.29,-0.14,1.00,0.42,
101.364,-0.16,1.34,-0.29,-0.13,0.99,0.44,
101.369,-0.19,1.36,-0.36,-0.13,0.99,0.44,
101.37,-0.19,1.36,-0.36,-0.12,0.98,0.45,
101.37,-0.19,1.36,-0.36,-0.11,0.97,0.47,
101.371,-0.19,1.36,-0.46,-0.11,0.97,0.47,
101.371,-0.19,1.36,-0.46,-0.11,0.96,0.49,
101.373,-0.19,1.36,-0.46,-0.10,0.95,0.50,
101.375,-0.19,1.36,-0.46,-0.10,0.94,0.52,
101.375,-0.17,1.39,-0.55,-0.10,0.94,0.52,
101.377,-0.17,1.39,-0.55,-0.09,0.92,0.53,
101.38,-0.16,1.44,-0.63,-0.09,0.92,0.53,
101.381,-0.16,1.44,-0.63,-0.09,0.91,0.55,
101.388,-0.16,1.44,-0.63,-0.08,0.89,0.56,
101.389,-0.16,1.44,-0.63,-0.08,0.87,0.58,
101.389,-0.13,1.51,-0.71,-0.08,0.87,0.58,
101.389,-0.13,1.51,-0.71,-0.07,0.85,0.59,
101.39,-0.15,1.63,-0.81,-0.07,0.85,0.59,
101.39,-0.15,1.63,-0.81,-0.07,0.83,0.60,
101.392,-0.15,1.63,-0.81,-0.06,0.80,0.61,
101.394,-0.14,1.75,-0.88,-0.06,0.80,0.61,
101.395,-0.14,1.75,-0.88,-0.06,0.78,0.62,
101.397,-0.14,1.75,-0.88,-0.06,0.76,0.63,
101.4,-0.14,1.75,-0.88,-0.06,0.73,0.64,
101.401,-0.11,1.87,-0.93,-0.06,0.73,0.64,
101.402,-0.11,1.87,-0.93,-0.05,0.70,0.65,
101.404,-0.11,1.87,-0.93,-0.05,0.68,0.66,
101.405,-0.08,1.98,-0.98,-0.05,0.68,0.66,
101.406,-0.08,1.98,-0.98,-0.05,0.65,0.66,
101.409,-0.08,1.98,-0.98,-0.04,0.62,0.66,
101.41,-0.05,2.11,-1.03,-0.04,0.62,0.66,
101.412,-0.05,2.11,-1.03,-0.04,0.59,0.67,
101.415,-0.00,2.21,-1.03,-0.04,0.59,0.67,
101.416,-0.00,2.21,-1.03,-0.04,0.56,0.67,
101.417,-0.00,2.21,-1.03,-0.04,0.53,0.67,
101.418,0.06,2.28,-1.08,-0.04,0.53,0.67,
101.418,0.06,2.28,-1.08,-0.03,0.49,0.66,
101.422,0.06,2.28,-1.08,-0.04,0.46,0.66,
101.424,0.13,2.37,-1.12,-0.04,0.46,0.66,
101.424,0.13,2.37,-1.12,-0.04,0.43,0.66,
101.426,0.13,2.37,-1.12,-0.03,0.41,0.65,
101.429,0.13,2.37,-1.12,-0.04,0.38,0.64,
101.434,0.21,2.43,-1.15,-0.04,0.38,0.64,
101.434,0.21,2.43,-1.15,-0.04,0.36,0.64,
101.435,0.21,2.43,-1.15,-0.04,0.33,0.63,
101.435,0.25,2.43,-1.18,-0.04,0.33,0.63,
101.437,0.25,2.43,-1.18,-0.04,0.31,0.62,
101.438,0.29,2.43,-1.16,-0.04,0.31,0.62,
101.439,0.29,2.43,-1.16,-0.05,0.28,0.61,
101.441,0.29,2.43,-1.16,-0.05,0.26,0.60,
101.443,0.38,2.41,-1.13,-0.05,0.26,0.60,
101.443,0.38,2.41,-1.13,-0.05,0.24,0.59,
101.445,0.38,2.41,-1.13,-0.05,0.22,0.59,
101.449,0.49,2.33,-1.07,-0.05,0.22,0.59,
101.449,0.49,2.33,-1.07,-0.05,0.20,0.58,
101.45,0.49,2.33,-1.07,-0.06,0.18,0.56,
101.453,0.65,2.21,-1.00,-0.06,0.18,0.56,
101.453,0.65,2.21,-1.00,-0.06,0.17,0.56,
101.455,0.65,2.21,-1.00,-0.05,0.15,0.55,
101.457,0.77,2.07,-0.91,-0.05,0.15,0.55,
101.458,0.77,2.07,-0.91,-0.05,0.14,0.54,
101.46,0.77,2.07,-0.91,-0.05,0.13,0.53,
101.462,0.77,2.07,-0.91,-0.04,0.11,0.52,
101.462,0.90,1.93,-0.82,-0.04,0.11,0.52,
101.469,0.90,1.93,-0.82,-0.04,0.10,0.52,
101.47,1.01,1.75,-0.71,-0.04,0.10,0.52,
101.47,1.01,1.75,-0.71,-0.03,0.09,0.51,
101.471,1.01,1.75,-0.71,-0.02,0.08,0.51,
101.472,1.14,1.58,-0.63,-0.02,0.08,0.51,
101.473,1.14,1.58,-0.63,-0.02,0.06,0.51,
101.475,1.14,1.58,-0.63,-0.01,0.05,0.51,
101.477,1.31,1.36,-0.56,-0.01,0.05,0.51,
101.477,1.31,1.36,-0.56,-0.00,0.04,0.51,
101.479,1.31,1.36,-0.56,0.00,0.02,0.51,
101.489,1.31,1.36,-0.56,0.01,0.01,0.51,
101.489,1.51,1.10,-0.51,0.01,0.01,0.51,
101.489,1.51,1.10,-0.51,0.02,-0.01,0.51,
101.489,1.74,0.79,-0.45,0.02,-0.01,0.51,
101.49,1.74,0.79,-0.45,0.03,-0.02,0.51,
101.49,1.74,0.79,-0.45,0.03,-0.04,0.51,
101.491,1.74,0.79,-0.45,0.04,-0.05,0.52,
101.491,1.95,0.49,-0.43,0.04,-0.05,0.52,
101.494,1.95,0.49,-0.43,0.05,-0.06,0.52,
101.497,2.19,0.21,-0.38,0.05,-0.06,0.52,
101.497,2.19,0.21,-0.38,0.06,-0.08,0.53,
101.5,2.19,0.21,-0.38,0.06,-0.08,0.54,
101.502,2.40,-0.09,-0.35,0.06,-0.08,0.54,
101.502,2.40,-0.09,-0.35,0.07,-0.09,0.55,
101.503,2.40,-0.09,-0.35,0.08,-0.10,0.56,
101.506,2.40,-0.09,-0.35,0.09,-0.11,0.58,
101.507,2.59,-0.37,-0.32,0.09,-0.11,0.58,
101.509,2.59,-0.37,-0.32,0.10,-0.11,0.60,
101.511,2.59,-0.37,-0.32,0.11,-0.12,0.62,
101.511,2.75,-0.62,-0.29,0.11,-0.12,0.62,
101.513,2.75,-0.62,-0.29,0.12,-0.13,0.64,
101.516,2.75,-0.62,-0.29,0.13,-0.14,0.67,
101.517,2.94,-0.84,-0.23,0.13,-0.14,0.67,
101.518,2.94,-0.84,-0.23,0.14,-0.15,0.70,
101.521,3.15,-1.05,-0.16,0.14,-0.15,0.70,
101.521,3.15,-1.05,-0.16,0.15,-0.16,0.73,
101.522,3.15,-1.05,-0.16,0.16,-0.18,0.76,
101.525,3.36,-1.23,-0.06,0.16,-0.18,0.76,
101.526,3.36,-1.23,-0.06,0.18,-0.21,0.78,
101.528,3.36,-1.23,-0.06,0.19,-0.23,0.81,
101.531,3.36,-1.23,-0.06,0.20,-0.27,0.83,
101.532,3.74,-1.46,0.06,0.20,-0.27,0.83,
101.533,3.74,-1.46,0.06,0.21,-0.31,0.85,
101.536,3.74,-1.46,0.06,0.22,-0.36,0.86,
101.536,4.13,-1.75,0.19,0.22,-0.36,0.86,
101.537,4.13,-1.75,0.19,0.23,-0.40,0.87,
101.54,4.13,-1.75,0.19,0.24,-0.46,0.88,
101.54,4.57,-2.10,0.30,0.24,-0.46,0.88,
101.542,4.57,-2.10,0.30,0.25,-0.51,0.89,
101.544,4.57,-2.10,0.30,0.27,-0.56,0.90,
101.545,4.99,-2.42,0.41,0.27,-0.56,0.90,
101.548,4.99,-2.42,0.41,0.28,-0.61,0.91,
101.55,5.37,-2.68,0.54,0.28,-0.61,0.91,
101.551,5.37,-2.68,0.54,0.30,-0.66,0.92,
101.552,5.37,-2.68,0.54,0.31,-0.72,0.93,
101.555,5.64,-2.82,0.66,0.31,-0.72,0.93,
101.556,5.64,-2.82,0.66,0.33,-0.77,0.94,
101.556,5.64,-2.82,0.66,0.36,-0.82,0.95,
101.559,5.82,-2.87,0.80,0.36,-0.82,0.95,
101.559,5.82,-2.87,0.80,0.38,-0.86,0.96,
101.561,5.82,-2.87,0.80,0.41,-0.90,0.98,
101.565,5.82,-2.87,0.80,0.44,-0.94,0.99,
101.565,5.96,-2.87,0.94,0.44,-0.94,0.99,
101.57,5.96,-2.87,0.94,0.48,-0.98,1.00,
101.571,5.96,-2.87,0.94,0.51,-1.01,1.01,
101.571,6.16,-2.86,1.03,0.51,-1.01,1.01,
101.571,6.16,-2.86,1.03,0.55,-1.04,1.03,
101.574,6.33,-2.81,1.09,0.55,-1.04,1.03,
101.574,6.33,-2.81,1.09,0.59,-1.07,1.04,
101.576,6.33,-2.81,1.09,0.63,-1.09,1.05,
101.578,6.33,-2.81,1.09,0.67,-1.10,1.05,
101.578,6.47,-2.67,1.02,0.67,-1.10,1.05,
101.587,6.47,-2.67,1.02,0.71,-1.10,1.06,
101.587,6.47,-2.67,1.02,0.75,-1.10,1.07,
101.587,6.59,-2.47,0.94,0.75,-1.10,1.07,
101.588,6.59,-2.47,0.94,0.80,-1.09,1.07,
101.588,6.59,-2.47,0.94,0.84,-1.08,1.07,
101.588,6.66,-2.24,0.80,0.84,-1.08,1.07,
101.591,6.66,-2.24,0.80,0.88,-1.06,1.08,
101.593,6.60,-1.85,0.60,0.88,-1.06,1.08,
101.593,6.60,-1.85,0.60,0.92,-1.04,1.08,
101.596,6.60,-1.85,0.60,0.96,-1.01,1.07,
101.598,6.41,-1.37,0.38,0.96,-1.01,1.07,
101.598,6.41,-1.37,0.38,0.99,-0.98,1.07,
101.6,6.41,-1.37,0.38,1.02,-0.95,1.06,
101.603,6.10,-0.74,0.14,1.02,-0.95,1.06,
101.604,6.10,-0.74,0.14,1.05,-0.91,1.06,
101.606,6.10,-0.74,0.14,1.08,-0.87,1.05,
101.608,6.10,-0.74,0.14,1.10,-0.82,1.03,
101.609,5.72,-0.00,-0.16,1.10,-0.82,1.03,
101.61,5.72,-0.00,-0.16,1.12,-0.78,1.02,
101.613,5.25,0.74,-0.45,1.12,-0.78,1.02,
101.613,5.25,0.74,-0.45,1.13,-0.74,1.00,
101.616,5.25,0.74,-0.45,1.14,-0.70,0.97,
101.618,4.81,1.51,-0.75,1.14,-0.70,0.97,
101.619,4.81,1.51,-0.75,1.15,-0.65,0.95,
101.619,4.81,1.51,-0.75,1.15,-0.61,0.92,
101.623,4.37,2.31,-1.03,1.15,-0.61,0.92,
101.623,4.37,2.31,-1.03,1.15,-0.57,0.89,
101.624,4.37,2.31,-1.03,1.15,-0.53,0.86,
101.628,4.37,2.31,-1.03,1.14,-0.50,0.82,
101.628,3.95,3.05,-1.31,1.14,-0.50,0.82,
101.63,3.95,3.05,-1.31,1.13,-0.46,0.78,
101.633,3.95,3.05,-1.31,1.12,-0.44,0.73,
101.634,3.63,3.71,-1.59,1.12,-0.44,0.73,
101.634,3.63,3.71,-1.59,1.10,-0.41,0.68,
101.638,3.63,3.71,-1.59,1.08,-0.39,0.63,
101.638,3.39,4.27,-1.78,1.08,-0.39,0.63,
101.639,3.39,4.27,-1.78,1.07,-0.37,0.57,
101.642,3.39,4.27,-1.78,1.04,-0.36,0.50,
101.643,3.24,4.70,-1.93,1.04,-0.36,0.50,
101.644,3.24,4.70,-1.93,1.02,-0.35,0.43,
101.648,3.13,5.02,-2.01,1.02,-0.35,0.43,
101.649,3.13,5.02,-2.01,1.00,-0.35,0.35,
101.649,3.13,5.02,-2.01,0.98,-0.36,0.27,
101.651,3.13,5.02,-2.01,0.96,-0.37,0.18,
101.652,3.09,5.21,-2.06,0.96,-0.37,0.18,
101.654,3.09,5.21,-2.06,0.93,-0.38,0.09,
101.657,3.09,5.21,-2.06,0.91,-0.40,-0.01,
101.657,3.02,5.31,-2.09,0.91,-0.40,-0.01,
101.659,3.02,5.31,-2.09,0.88,-0.42,-0.11,
101.661,3.02,5.31,-2.09,0.86,-0.44,-0.20,
101.661,2.91,5.35,-2.10,0.86,-0.44,-0.20,
101.67,2.91,5.35,-2.10,0.84,-0.46,-0.30,
101.671,2.78,5.36,-2.10,0.84,-0.46,-0.30,
101.671,2.78,5.36,-2.10,0.81,-0.49,-0.40,
101.671,2.78,5.36,-2.10,0.79,-0.51,-0.50,
101.671,2.78,5.36,-2.10,0.77,-0.54,-0.60,
101.671,2.64,5.30,-2.07,0.77,-0.54,-0.60,
101.673,2.64,5.30,-2.07,0.75,-0.57,-0.69,
101.676,2.64,5.30,-2.07,0.72,-0.59,-0.78,
101.677,2.51,5.16,-2.06,0.72,-0.59,-0.78,
101.679,2.51,5.16,-2.06,0.70,-0.61,-0.87,
101.68,2.51,5.16,-2.06,0.68,-0.63,-0.96,
101.681,2.34,4.96,-2.05,0.68,-0.63,-0.96,
101.691,2.34,4.96,-2.05,0.66,-0.66,-1.04,
101.692,2.34,4.96,-2.05,0.64,-0.68,-1.12,
101.692,2.17,4.70,-2.03,0.64,-0.68,-1.12,
101.692,2.17,4.70,-2.03,0.62,-0.70,-1.19,
101.692,2.17,4.70,-2.03,0.59,-0.73,-1.27,
101.692,2.04,4.35,-1.97,0.59,-0.73,-1.27,
101.692,2.04,4.35,-1.97,0.57,-0.75,-1.34,
101.695,2.04,4.35,-1.97,0.54,-0.77,-1.40,
101.695,1.95,3.92,-1.92,0.54,-0.77,-1.40,
101.697,1.95,3.92,-1.92,0.52,-0.79,-1.47,
101.7,1.87,3.46,-1.87,0.52,-0.79,-1.47,
101.7,1.87,3.46,-1.87,0.48,-0.82,-1.53,
101.702,1.87,3.46,-1.87,0.46,-0.84,-1.60,
101.704,1.87,3.46,-1.87,0.42,-0.87,-1.66,
101.704,1.83,2.94,-1.82,0.42,-0.87,-1.66,
101.707,1.83,2.94,-1.82,0.39,-0.88,-1.71,
101.709,1.72,2.43,-1.77,0.39,-0.88,-1.71,
101.709,1.72,2.43,-1.77,0.35,-0.90,-1.76,
101.712,1.72,2.43,-1.77,0.31,-0.92,-1.81,
101.715,1.72,2.43,-1.77,0.27,-0.94,-1.85,
101.716,1.62,1.90,-1.69,0.27,-0.94,-1.85,
101.717,1.62,1.90,-1.69,0.23,-0.96,-1.88,
101.72,1.55,1.33,-1.60,0.23,-0.96,-1.88,
101.72,1.55,1.33,-1.60,0.19,-0.97,-1.92,
101.721,1.55,1.33,-1.60,0.15,-0.97,-1.94,
101.724,1.50,0.70,-1.49,0.15,-0.97,-1.94,
101.725,1.50,0.70,-1.49,0.11,-0.98,-1.96,
101.727,1.50,0.70,-1.49,0.06,-0.98,-1.97,
101.729,1.50,0.70,-1.49,0.02,-0.98,-1.97,
101.73,1.37,0.05,-1.31,0.02,-0.98,-1.97,
101.732,1.37,0.05,-1.31,-0.02,-0.98,-1.96,
101.734,1.23,-0.55,-1.08,-0.02,-0.98,-1.96,
101.735,1.23,-0.55,-1.08,-0.06,-0.98,-1.94,
101.737,1.23,-0.55,-1.08,-0.09,-0.97,-1.92,
101.738,0.96,-1.04,-0.77,-0.09,-0.97,-1.92,
101.738,0.96,-1.04,-0.77,-0.13,-0.96,-1.89,
101.741,0.96,-1.04,-0.77,-0.16,-0.95,-1.84,
101.744,0.68,-1.45,-0.41,-0.16,-0.95,-1.84,
101.745,0.68,-1.45,-0.41,-0.19,-0.94,-1.80,
101.746,0.68,-1.45,-0.41,-0.21,-0.93,-1.74,
101.749,0.68,-1.45,-0.41,-0.22,-0.92,-1.68,
101.75,0.48,-1.85,-0.00,-0.22,-0.92,-1.68,
101.75,0.48,-1.85,-0.00,-0.24,-0.91,-1.62,
101.754,0.30,-2.22,0.40,-0.24,-0.91,-1.62,
101.755,0.30,-2.22,0.40,-0.24,-0.91,-1.55,
101.755,0.30,-2.22,0.40,-0.24,-0.90,-1.48,
101.758,0.30,-2.22,0.40,-0.24,-0.90,-1.41,
101.758,0.15,-2.50,0.80,-0.24,-0.90,-1.41,
101.76,0.15,-2.50,0.80,-0.23,-0.90,-1.33,
101.763,0.15,-2.50,0.80,-0.22,-0.91,-1.26,
101.763,0.05,-2.72,1.21,-0.22,-0.91,-1.26,
101.77,0.05,-2.72,1.21,-0.21,-0.92,-1.18,
101.77,0.05,-2.72,1.21,-0.18,-0.93,-1.11,
101.771,-0.01,-2.86,1.58,-0.18,-0.93,-1.11,
101.771,-0.01,-2.86,1.58,-0.16,-0.95,-1.03,
101.773,-0.01,-2.86,1.58,-0.13,-0.98,-0.96,
101.773,-0.09,-2.96,1.98,-0.13,-0.98,-0.96,
101.775,-0.09,-2.96,1.98,-0.10,-1.01,-0.89,
101.779,-0.09,-2.96,1.98,-0.06,-1.05,-0.81,
101.779,-0.17,-2.96,2.34,-0.06,-1.05,-0.81,
101.779,-0.17,-2.96,2.34,-0.02,-1.09,-0.75,
101.783,-0.17,-2.96,2.34,0.02,-1.13,-0.68,
101.783,-0.25,-2.82,2.65,0.02,-1.13,-0.68,
101.785,-0.25,-2.82,2.65,0.06,-1.18,-0.61,
101.787,-0.25,-2.82,2.65,0.11,-1.24,-0.55,
101.787,-0.34,-2.62,2.95,0.11,-1.24,-0.55,
101.79,-0.34,-2.62,2.95,0.16,-1.30,-0.49,
101.793,-0.42,-2.35,3.18,0.16,-1.30,-0.49,
101.793,-0.42,-2.35,3.18,0.22,-1.36,-0.44,
101.795,-0.42,-2.35,3.18,0.28,-1.42,-0.39,
101.798,-0.46,-2.10,3.37,0.28,-1.42,-0.39,
101.799,-0.46,-2.10,3.37,0.34,-1.48,-0.34,
101.803,-0.46,-2.10,3.37,0.40,-1.54,-0.29,
101.803,-0.47,-1.83,3.49,0.40,-1.54,-0.29,
101.803,-0.47,-1.83,3.49,0.46,-1.61,-0.25,
101.804,-0.47,-1.83,3.49,0.52,-1.67,-0.21,
101.806,-0.46,-1.49,3.55,0.52,-1.67,-0.21,
101.806,-0.46,-1.49,3.55,0.59,-1.73,-0.18,
101.809,-0.46,-1.49,3.55,0.65,-1.79,-0.14,
101.812,-0.46,-1.49,3.55,0.71,-1.84,-0.11,
101.812,-0.47,-1.15,3.48,0.71,-1.84,-0.11,
101.814,-0.47,-1.15,3.48,0.77,-1.89,-0.09,
101.816,-0.47,-0.81,3.37,0.77,-1.89,-0.09,
101.816,-0.47,-0.81,3.37,0.82,-1.93,-0.06,
101.818,-0.47,-0.81,3.37,0.87,-1.98,-0.05,
101.821,-0.44,-0.50,3.16,0.87,-1.98,-0.05,
101.821,-0.44,-0.50,3.16,0.92,-2.01,-0.04,
101.824,-0.44,-0.50,3.16,0.97,-2.05,-0.03,
101.826,-0.37,-0.24,2.93,0.97,-2.05,-0.03,
101.826,-0.37,-0.24,2.93,1.02,-2.07,-0.03,
101.83,-0.37,-0.24,2.93,1.06,-2.10,-0.03,
101.831,-0.33,0.04,2.67,1.06,-2.10,-0.03,
101.831,-0.33,0.04,2.67,1.09,-2.12,-0.03,
101.834,-0.33,0.04,2.67,1.12,-2.14,-0.04,
101.835,-0.30,0.31,2.41,1.12,-2.14,-0.04,
101.835,-0.30,0.31,2.41,1.15,-2.15,-0.05,
101.838,-0.30,0.31,2.41,1.17,-2.16,-0.07,
101.84,-0.30,0.31,2.41,1.19,-2.17,-0.09,
101.841,-0.28,0.56,2.15,1.19,-2.17,-0.09,
101.843,-0.28,0.56,2.15,1.21,-2.17,-0.11,
101.845,-0.28,0.56,2.15,1.22,-2.17,-0.13,
101.845,-0.24,0.77,1.88,1.22,-2.17,-0.13,
101.848,-0.24,0.77,1.88,1.22,-2.16,-0.15,
101.851,-0.20,0.96,1.60,1.22,-2.16,-0.15,
101.851,-0.20,0.96,1.60,1.23,-2.16,-0.18,
101.852,-0.20,0.96,1.60,1.22,-2.15,-0.21,
101.855,-0.20,0.96,1.60,1.22,-2.13,-0.23,
101.855,-0.11,1.11,1.35,1.22,-2.13,-0.23,
101.857,-0.11,1.11,1.35,1.21,-2.11,-0.26,
101.86,-0.11,1.11,1.35,1.19,-2.09,-0.29,
101.861,-0.04,1.17,1.07,1.19,-2.09,-0.29,
101.862,-0.04,1.17,1.07,1.17,-2.07,-0.33,
101.869,-0.04,1.17,1.07,1.15,-2.03,-0.36,
101.87,0.01,1.25,0.79,1.15,-2.03,-0.36,
101.87,0.01,1.25,0.79,1.12,-2.00,-0.39,
101.87,0.01,1.30,0.56,1.12,-2.00,-0.39,
101.87,0.01,1.30,0.56,1.09,-1.96,-0.42,
101.872,0.01,1.30,0.56,1.05,-1.92,-0.45,
101.874,-0.01,1.33,0.36,1.05,-1.92,-0.45,
101.874,-0.01,1.33,0.36,1.02,-1.88,-0.49,
101.876,-0.01,1.33,0.36,0.98,-1.83,-0.52,
101.88,-0.04,1.33,0.18,0.98,-1.83,-0.52,
101.88,-0.04,1.33,0.18,0.93,-1.78,-0.55,
101.886,-0.04,1.33,0.18,0.88,-1.73,-0.58,
101.886,-0.07,1.32,0.03,0.88,-1.73,-0.58,
101.887,-0.07,1.32,0.03,0.83,-1.68,-0.61,
101.887,-0.07,1.32,0.03,0.78,-1.63,-0.64,
101.889,-0.11,1.28,-0.05,0.78,-1.63,-0.64,
101.89,-0.11,1.28,-0.05,0.73,-1.57,-0.67,
101.891,-0.11,1.28,-0.05,0.67,-1.51,-0.70,
101.894,-0.13,1.20,-0.12,0.67,-1.51,-0.70,
101.894,-0.13,1.20,-0.12,0.61,-1.46,-0.73,
101.897,-0.13,1.20,-0.12,0.55,-1.40,-0.76,
101.899,-0.15,1.11,-0.16,0.55,-1.40,-0.76,
101.899,-0.15,1.11,-0.16,0.50,-1.34,-0.79,
101.902,-0.15,1.11,-0.16,0.44,-1.29,-0.82,
101.903,-0.22,1.02,-0.12,0.44,-1.29,-0.82,
101.904,-0.22,1.02,-0.12,0.38,-1.23,-0.84,
101.905,-0.22,1.02,-0.12,0.32,-1.17,-0.87,
101.909,-0.30,0.92,-0.04,0.32,-1.17,-0.87,
101.909,-0.30,0.92,-0.04,0.27,-1.11,-0.89,
101.911,-0.30,0.92,-0.04,0.22,-1.06,-0.92,
101.914,-0.30,0.92,-0.04,0.17,-1.01,-0.94,
101.918,-0.37,0.83,0.09,0.17,-1.01,-0.94,
101.919,-0.37,0.83,0.09,0.12,-0.96,-0.96,
101.92,-0.37,0.83,0.09,0.07,-0.91,-0.98,
101.92,-0.49,0.73,0.26,0.07,-0.91,-0.98,
101.921,-0.49,0.73,0.26,0.03,-0.86,-1.00,
101.923,-0.49,0.73,0.26,-0.02,-0.82,-1.02,
101.923,-0.58,0.64,0.46,-0.02,-0.82,-1.02,
101.925,-0.58,0.64,0.46,-0.06,-0.78,-1.04,
101.927,-0.69,0.53,0.69,-0.06,-0.78,-1.04,
101.928,-0.69,0.53,0.69,-0.09,-0.74,-1.05,
101.93,-0.69,0.53,0.69,-0.13,-0.70,-1.07,
101.933,-0.83,0.44,0.92,-0.13,-0.70,-1.07,
101.933,-0.83,0.44,0.92,-0.16,-0.66,-1.08,
101.934,-0.83,0.44,0.92,-0.19,-0.63,-1.10,
101.938,-0.96,0.36,1.13,-0.19,-0.63,-1.10,
101.938,-0.96,0.36,1.13,-0.21,-0.60,-1.11,
101.939,-0.96,0.36,1.13,-0.23,-0.56,-1.13,
101.942,-1.08,0.29,1.34,-0.23,-0.56,-1.13,
101.943,-1.08,0.29,1.34,-0.25,-0.53,-1.14,
101.945,-1.08,0.29,1.34,-0.28,-0.49,-1.15,
101.951,-1.23,0.22,1.52,-0.28,-0.49,-1.15,
101.952,-1.23,0.22,1.52,-0.29,-0.45,-1.16,
101.952,-1.23,0.22,1.52,-0.30,-0.42,-1.17,
101.953,-1.23,0.22,1.52,-0.32,-0.38,-1.18,
101.953,-1.37,0.17,1.64,-0.32,-0.38,-1.18,
101.954,-1.37,0.17,1.64,-0.33,-0.35,-1.18,
101.957,-1.52,0.10,1.75,-0.33,-0.35,-1.18,
101.958,-1.52,0.10,1.75,-0.34,-0.31,-1.19,
101.959,-1.52,0.10,1.75,-0.36,-0.28,-1.19,
101.962,-1.63,-0.00,1.84,-0.36,-0.28,-1.19,
