
time,ax,ay,az,wx,wy,wz,
47.297,-0.21,-0.30,0.61,0.99,-2.00,-0.14,
47.298,-0.36,-0.16,0.56,0.99,-2.00,-0.14,
47.3,-0.36,-0.16,0.56,1.01,-2.01,-0.14,
47.302,-0.51,-0.05,0.39,1.01,-2.01,-0.14,
47.305,-0.51,-0.05,0.39,1.02,-2.02,-0.14,
47.306,-0.51,-0.05,0.39,1.04,-2.01,-0.14,
47.307,-0.63,0.07,0.14,1.04,-2.01,-0.14,
47.308,-0.63,0.07,0.14,1.05,-2.00,-0.14,
47.31,-0.63,0.07,0.14,1.06,-1.98,-0.13,
47.312,-0.74,0.17,-0.20,1.06,-1.98,-0.13,
47.313,-0.74,0.17,-0.20,1.06,-1.95,-0.13,
47.314,-0.74,0.17,-0.20,1.06,-1.91,-0.12,
47.317,-0.74,0.17,-0.20,1.05,-1.87,-0.11,
47.317,-0.79,0.29,-0.62,1.05,-1.87,-0.11,
47.319,-0.79,0.29,-0.62,1.03,-1.81,-0.10,
47.322,-0.80,0.38,-1.06,1.03,-1.81,-0.10,
47.322,-0.80,0.38,-1.06,1.01,-1.75,-0.09,
47.324,-0.80,0.38,-1.06,0.99,-1.68,-0.07,
47.327,-0.77,0.52,-1.47,0.99,-1.68,-0.07,
47.328,-0.77,0.52,-1.47,0.95,-1.60,-0.06,
47.329,-0.77,0.52,-1.47,0.91,-1.52,-0.04,
47.332,-0.77,0.52,-1.47,0.87,-1.41,-0.03,
47.332,-0.62,0.77,-1.82,0.87,-1.41,-0.03,
47.333,-0.62,0.77,-1.82,0.81,-1.28,-0.01,
47.336,-0.62,0.77,-1.82,0.75,-1.14,-0.00,
47.336,-0.28,0.99,-2.28,0.75,-1.14,-0.00,
47.338,-0.28,0.99,-2.28,0.69,-0.97,0.01,
47.341,-0.28,0.99,-2.28,0.62,-0.79,0.01,
47.342,0.07,1.13,-2.89,0.62,-0.79,0.01,
47.346,0.07,1.13,-2.89,0.54,-0.58,0.02,
47.347,0.39,1.19,-3.55,0.54,-0.58,0.02,
47.347,0.39,1.19,-3.55,0.45,-0.35,0.02,
47.348,0.39,1.19,-3.55,0.36,-0.11,0.01,
47.35,0.66,1.12,-4.19,0.36,-0.11,0.01,
47.35,0.66,1.12,-4.19,0.26,0.16,0.01,
47.353,0.66,1.12,-4.19,0.14,0.43,0.01,
47.356,0.87,1.00,-4.87,0.14,0.43,0.01,
47.356,0.87,1.00,-4.87,0.03,0.72,0.00,
47.359,0.87,1.00,-4.87,-0.10,1.01,-0.00,
47.361,0.96,0.85,-5.39,-0.10,1.01,-0.00,
47.361,0.96,0.85,-5.39,-0.23,1.29,-0.01,
47.362,0.96,0.85,-5.39,-0.37,1.58,-0.02,
47.365,0.96,0.85,-5.39,-0.52,1.86,-0.03,
47.365,0.99,0.69,-5.70,-0.52,1.86,-0.03,
47.367,0.99,0.69,-5.70,-0.66,2.13,-0.04,
47.37,0.96,0.54,-5.78,-0.66,2.13,-0.04,
47.37,0.96,0.54,-5.78,-0.80,2.39,-0.06,
47.372,0.96,0.54,-5.78,-0.94,2.64,-0.07,
47.375,0.81,0.43,-5.68,-0.94,2.64,-0.07,
47.375,0.81,0.43,-5.68,-1.08,2.88,-0.09,
47.379,0.81,0.43,-5.68,-1.21,3.10,-0.10,
47.379,0.60,0.29,-5.33,-1.21,3.10,-0.10,
47.38,0.60,0.29,-5.33,-1.33,3.30,-0.12,
47.382,0.60,0.29,-5.33,-1.45,3.49,-0.14,
47.384,0.36,0.19,-4.84,-1.45,3.49,-0.14,
47.385,0.36,0.19,-4.84,-1.55,3.67,-0.15,
47.387,0.36,0.19,-4.84,-1.65,3.83,-0.17,
47.389,0.36,0.19,-4.84,-1.73,3.99,-0.18,
47.389,0.10,0.12,-4.32,-1.73,3.99,-0.18,
47.392,0.10,0.12,-4.32,-1.81,4.13,-0.20,
47.394,0.10,0.12,-4.32,-1.87,4.26,-0.21,
47.394,-0.17,0.07,-3.73,-1.87,4.26,-0.21,
47.396,-0.17,0.07,-3.73,-1.93,4.37,-0.22,
47.399,-0.41,-0.00,-3.11,-1.93,4.37,-0.22,
47.399,-0.41,-0.00,-3.11,-1.97,4.48,-0.23,
47.401,-0.41,-0.00,-3.11,-2.00,4.57,-0.23,
47.404,-0.64,-0.10,-2.44,-2.00,4.57,-0.23,
47.404,-0.64,-0.10,-2.44,-2.03,4.64,-0.24,
47.406,-0.64,-0.10,-2.44,-2.04,4.69,-0.24,
47.41,-0.64,-0.10,-2.44,-2.04,4.73,-0.25,
47.411,-0.83,-0.20,-1.73,-2.04,4.73,-0.25,
47.412,-0.83,-0.20,-1.73,-2.03,4.76,-0.25,
47.414,-0.83,-0.20,-1.73,-2.02,4.78,-0.25,
47.414,-0.93,-0.29,-1.10,-2.02,4.78,-0.25,
47.416,-0.93,-0.29,-1.10,-2.00,4.78,-0.26,
47.419,-0.99,-0.39,-0.56,-2.00,4.78,-0.26,
47.419,-0.99,-0.39,-0.56,-1.98,4.78,-0.26,
47.421,-0.99,-0.39,-0.56,-1.95,4.75,-0.26,
47.424,-1.09,-0.44,-0.04,-1.95,4.75,-0.26,
47.424,-1.09,-0.44,-0.04,-1.91,4.72,-0.27,
47.427,-1.09,-0.44,-0.04,-1.88,4.68,-0.27,
47.429,-1.20,-0.48,0.40,-1.88,4.68,-0.27,
47.429,-1.20,-0.48,0.40,-1.84,4.63,-0.27,
47.431,-1.20,-0.48,0.40,-1.79,4.57,-0.27,
47.433,-1.31,-0.48,0.77,-1.79,4.57,-0.27,
47.434,-1.31,-0.48,0.77,-1.74,4.50,-0.28,
47.436,-1.31,-0.48,0.77,-1.70,4.41,-0.28,
47.438,-1.31,-0.48,0.77,-1.65,4.32,-0.28,
47.438,-1.37,-0.49,1.12,-1.65,4.32,-0.28,
47.44,-1.37,-0.49,1.12,-1.59,4.21,-0.28,
47.444,-1.37,-0.49,1.12,-1.54,4.09,-0.28,
47.445,-1.37,-0.50,1.43,-1.54,4.09,-0.28,
47.445,-1.37,-0.50,1.43,-1.49,3.95,-0.29,
47.448,-1.30,-0.49,1.71,-1.49,3.95,-0.29,
47.448,-1.30,-0.49,1.71,-1.43,3.81,-0.30,
47.45,-1.30,-0.49,1.71,-1.37,3.66,-0.31,
47.453,-1.21,-0.49,1.98,-1.37,3.66,-0.31,
47.453,-1.21,-0.49,1.98,-1.31,3.49,-0.32,
47.455,-1.21,-0.49,1.98,-1.24,3.31,-0.34,
47.458,-1.21,-0.51,2.24,-1.24,3.31,-0.34,
47.458,-1.21,-0.51,2.24,-1.17,3.12,-0.36,
47.463,-1.21,-0.51,2.24,-1.10,2.91,-0.37,
47.464,-1.21,-0.51,2.24,-1.03,2.69,-0.38,
47.464,-1.33,-0.45,2.53,-1.03,2.69,-0.38,
47.465,-1.33,-0.45,2.53,-0.96,2.45,-0.39,
47.468,-1.53,-0.28,2.90,-0.96,2.45,-0.39,
47.468,-1.53,-0.28,2.90,-0.88,2.20,-0.40,
47.469,-1.53,-0.28,2.90,-0.80,1.93,-0.41,
47.472,-1.53,-0.28,2.90,-0.72,1.66,-0.42,
47.472,-1.77,-0.11,3.25,-0.72,1.66,-0.42,
47.474,-1.77,-0.11,3.25,-0.63,1.37,-0.42,
47.48,-2.00,0.05,3.59,-0.63,1.37,-0.42,
47.481,-2.00,0.05,3.59,-0.54,1.09,-0.42,
47.481,-2.00,0.05,3.59,-0.45,0.80,-0.42,
47.482,-2.27,0.18,3.85,-0.45,0.80,-0.42,
47.482,-2.27,0.18,3.85,-0.36,0.51,-0.42,
47.484,-2.27,0.18,3.85,-0.27,0.22,-0.41,
47.486,-2.27,0.18,3.85,-0.17,-0.06,-0.39,
47.486,-2.46,0.24,4.01,-0.17,-0.06,-0.39,
47.488,-2.46,0.24,4.01,-0.08,-0.33,-0.38,
47.492,-2.46,0.24,4.01,0.01,-0.60,-0.36,
47.492,-2.67,0.32,4.00,0.01,-0.60,-0.36,
47.494,-2.67,0.32,4.00,0.11,-0.86,-0.34,
47.496,-2.67,0.32,4.00,0.20,-1.10,-0.31,
47.497,-2.84,0.30,3.90,0.20,-1.10,-0.31,
47.499,-2.84,0.30,3.90,0.29,-1.34,-0.29,
47.501,-2.88,0.17,3.72,0.29,-1.34,-0.29,
47.501,-2.88,0.17,3.72,0.37,-1.57,-0.26,
47.504,-2.88,0.17,3.72,0.46,-1.78,-0.24,
47.506,-2.88,0.17,3.72,0.54,-2.00,-0.21,
47.507,-2.90,0.02,3.53,0.54,-2.00,-0.21,
47.508,-2.90,0.02,3.53,0.62,-2.20,-0.19,
47.51,-2.90,-0.11,3.37,0.62,-2.20,-0.19,
47.511,-2.90,-0.11,3.37,0.69,-2.40,-0.16,
47.513,-2.90,-0.11,3.37,0.76,-2.59,-0.14,
47.515,-2.87,-0.18,3.20,0.76,-2.59,-0.14,
47.515,-2.87,-0.18,3.20,0.84,-2.77,-0.11,
47.518,-2.87,-0.18,3.20,0.91,-2.94,-0.09,
47.52,-2.80,-0.19,2.98,0.91,-2.94,-0.09,
47.52,-2.80,-0.19,2.98,0.97,-3.09,-0.06,
47.522,-2.80,-0.19,2.98,1.03,-3.23,-0.04,
47.525,-2.80,-0.19,2.98,1.09,-3.36,-0.02,
47.526,-2.62,-0.23,2.66,1.09,-3.36,-0.02,
47.527,-2.62,-0.23,2.66,1.14,-3.48,0.00,
47.53,-2.48,-0.34,2.33,1.14,-3.48,0.00,
47.53,-2.48,-0.34,2.33,1.20,-3.58,0.02,
47.532,-2.48,-0.34,2.33,1.24,-3.66,0.04,
47.535,-2.48,-0.34,2.33,1.29,-3.74,0.05,
47.535,-2.32,-0.46,1.94,1.29,-3.74,0.05,
47.537,-2.32,-0.46,1.94,1.33,-3.80,0.07,
47.54,-2.32,-0.46,1.94,1.36,-3.86,0.09,
47.54,-2.23,-0.58,1.54,1.36,-3.86,0.09,
47.545,-2.23,-0.58,1.54,1.39,-3.91,0.11,
47.545,-2.20,-0.62,1.19,1.39,-3.91,0.11,
47.545,-2.20,-0.62,1.19,1.42,-3.96,0.13,
47.547,-2.20,-0.62,1.19,1.44,-4.00,0.15,
47.549,-2.20,-0.62,1.19,1.46,-4.03,0.17,
47.55,-2.18,-0.56,0.94,1.46,-4.03,0.17,
47.552,-2.18,-0.56,0.94,1.49,-4.06,0.20,
47.554,-2.05,-0.41,0.78,1.49,-4.06,0.20,
47.554,-2.05,-0.41,0.78,1.51,-4.07,0.22,
47.557,-2.05,-0.41,0.78,1.53,-4.08,0.24,
47.559,-2.05,-0.41,0.78,1.56,-4.08,0.26,
47.559,-1.93,-0.24,0.63,1.56,-4.08,0.26,
47.561,-1.93,-0.24,0.63,1.59,-4.07,0.27,
47.564,-1.93,-0.24,0.63,1.62,-4.05,0.29,
47.564,-1.66,-0.08,0.48,1.62,-4.05,0.29,
47.567,-1.66,-0.08,0.48,1.64,-4.02,0.30,
47.569,-1.40,0.04,0.29,1.64,-4.02,0.30,
47.569,-1.40,0.04,0.29,1.67,-3.98,0.31,
47.571,-1.40,0.04,0.29,1.70,-3.93,0.31,
47.574,-1.07,0.12,0.04,1.70,-3.93,0.31,
47.574,-1.07,0.12,0.04,1.72,-3.88,0.31,
47.577,-1.07,0.12,0.04,1.74,-3.82,0.31,
47.579,-0.69,0.16,-0.26,1.74,-3.82,0.31,
47.579,-0.69,0.16,-0.26,1.75,-3.75,0.31,
47.582,-0.69,0.16,-0.26,1.76,-3.68,0.30,
47.583,-0.69,0.16,-0.26,1.76,-3.60,0.30,
47.584,-0.36,0.22,-0.63,1.76,-3.60,0.30,
47.586,-0.36,0.22,-0.63,1.75,-3.51,0.29,
47.588,-0.06,0.24,-1.04,1.75,-3.51,0.29,
47.588,-0.06,0.24,-1.04,1.74,-3.41,0.28,
47.59,-0.06,0.24,-1.04,1.72,-3.31,0.27,
47.593,0.16,0.24,-1.51,1.72,-3.31,0.27,
47.594,0.16,0.24,-1.51,1.70,-3.20,0.26,
47.596,0.16,0.24,-1.51,1.66,-3.08,0.25,
47.598,0.38,0.26,-2.01,1.66,-3.08,0.25,
47.598,0.38,0.26,-2.01,1.62,-2.95,0.24,
47.6,0.38,0.26,-2.01,1.58,-2.81,0.23,
47.603,0.60,0.39,-2.44,1.58,-2.81,0.23,
47.603,0.60,0.39,-2.44,1.53,-2.66,0.23,
47.606,0.60,0.39,-2.44,1.47,-2.49,0.22,
47.608,0.60,0.39,-2.44,1.41,-2.31,0.21,
47.608,0.93,0.55,-2.88,1.41,-2.31,0.21,
47.61,0.93,0.55,-2.88,1.34,-2.12,0.20,
47.613,1.25,0.62,-3.42,1.34,-2.12,0.20,
47.613,1.25,0.62,-3.42,1.27,-1.91,0.20,
47.615,1.25,0.62,-3.42,1.19,-1.69,0.19,
47.617,1.25,0.62,-3.42,1.11,-1.45,0.17,
47.617,1.56,0.63,-3.95,1.11,-1.45,0.17,
47.619,1.56,0.63,-3.95,1.03,-1.20,0.16,
47.623,1.85,0.58,-4.46,1.03,-1.20,0.16,
47.623,1.85,0.58,-4.46,0.93,-0.95,0.16,
47.625,1.85,0.58,-4.46,0.84,-0.69,0.15,
47.628,1.85,0.58,-4.46,0.74,-0.42,0.14,
47.628,2.11,0.49,-4.88,0.74,-0.42,0.14,
47.63,2.11,0.49,-4.88,0.64,-0.14,0.14,
47.632,2.11,0.49,-4.88,0.53,0.14,0.13,
47.632,2.33,0.45,-5.19,0.53,0.14,0.13,
47.634,2.33,0.45,-5.19,0.42,0.42,0.12,
47.637,2.55,0.45,-5.46,0.42,0.42,0.12,
47.637,2.55,0.45,-5.46,0.31,0.71,0.11,
47.639,2.55,0.45,-5.46,0.20,1.01,0.10,
47.642,2.55,0.45,-5.46,0.09,1.30,0.08,
47.643,2.71,0.43,-5.69,0.09,1.30,0.08,
47.644,2.71,0.43,-5.69,-0.03,1.59,0.07,
47.647,2.81,0.36,-5.82,-0.03,1.59,0.07,
47.647,2.81,0.36,-5.82,-0.14,1.88,0.05,
47.649,2.81,0.36,-5.82,-0.26,2.17,0.04,
47.652,2.81,0.32,-5.90,-0.26,2.17,0.04,
47.652,2.81,0.32,-5.90,-0.37,2.44,0.02,
47.653,2.81,0.32,-5.90,-0.48,2.71,0.00,
47.656,2.81,0.32,-5.90,-0.59,2.96,-0.01,
47.656,2.74,0.30,-5.84,-0.59,2.96,-0.01,
47.663,2.74,0.30,-5.84,-0.70,3.21,-0.03,
47.664,2.74,0.30,-5.84,-0.80,3.44,-0.05,
47.664,2.59,0.26,-5.68,-0.80,3.44,-0.05,
47.664,2.59,0.26,-5.68,-0.90,3.66,-0.08,
47.667,2.36,0.20,-5.42,-0.90,3.66,-0.08,
47.667,2.36,0.20,-5.42,-0.99,3.85,-0.10,
47.668,2.36,0.20,-5.42,-1.07,4.03,-0.12,
47.67,2.36,0.20,-5.42,-1.15,4.19,-0.15,
47.671,2.08,0.17,-5.00,-1.15,4.19,-0.15,
47.673,2.08,0.17,-5.00,-1.23,4.33,-0.17,
47.676,1.76,0.13,-4.47,-1.23,4.33,-0.17,
47.676,1.76,0.13,-4.47,-1.29,4.45,-0.20,
47.677,1.76,0.13,-4.47,-1.35,4.56,-0.22,
47.68,1.44,0.13,-3.92,-1.35,4.56,-0.22,
47.68,1.44,0.13,-3.92,-1.40,4.64,-0.25,
47.682,1.44,0.13,-3.92,-1.44,4.71,-0.28,
47.685,1.14,0.14,-3.33,-1.44,4.71,-0.28,
47.685,1.14,0.14,-3.33,-1.47,4.76,-0.31,
47.687,1.14,0.14,-3.33,-1.50,4.79,-0.33,
47.689,0.81,0.22,-2.73,-1.50,4.79,-0.33,
47.69,0.81,0.22,-2.73,-1.52,4.80,-0.36,
47.693,0.81,0.22,-2.73,-1.54,4.80,-0.38,
47.695,0.49,0.26,-2.10,-1.54,4.80,-0.38,
47.695,0.49,0.26,-2.10,-1.54,4.79,-0.40,
47.697,0.49,0.26,-2.10,-1.54,4.76,-0.42,
47.7,0.14,0.29,-1.51,-1.54,4.76,-0.42,
47.7,0.14,0.29,-1.51,-1.53,4.71,-0.44,
47.702,0.14,0.29,-1.51,-1.52,4.65,-0.45,
47.704,-0.18,0.27,-0.95,-1.52,4.65,-0.45,
47.705,-0.18,0.27,-0.95,-1.50,4.59,-0.47,
47.707,-0.18,0.27,-0.95,-1.47,4.51,-0.48,
47.709,-0.18,0.27,-0.95,-1.44,4.41,-0.48,
47.71,-0.49,0.30,-0.46,-1.44,4.41,-0.48,
47.712,-0.49,0.30,-0.46,-1.41,4.31,-0.49,
47.714,-0.72,0.34,0.03,-1.41,4.31,-0.49,
47.715,-0.72,0.34,0.03,-1.37,4.19,-0.50,
47.717,-0.72,0.34,0.03,-1.33,4.05,-0.50,
47.719,-0.72,0.34,0.03,-1.29,3.90,-0.50,
47.719,-0.86,0.35,0.51,-1.29,3.90,-0.50,
47.721,-0.86,0.35,0.51,-1.24,3.74,-0.51,
47.724,-0.96,0.36,0.92,-1.24,3.74,-0.51,
47.724,-0.96,0.36,0.92,-1.18,3.57,-0.51,
47.726,-0.96,0.36,0.92,-1.12,3.38,-0.52,
47.729,-0.96,0.36,0.92,-1.06,3.18,-0.52,
47.729,-1.06,0.36,1.32,-1.06,3.18,-0.52,
47.732,-1.06,0.36,1.32,-0.99,2.97,-0.53,
47.734,-1.06,0.36,1.32,-0.92,2.75,-0.53,
47.734,-1.19,0.28,1.68,-0.92,2.75,-0.53,
47.736,-1.19,0.28,1.68,-0.85,2.50,-0.53,
47.738,-1.44,0.25,2.08,-0.85,2.50,-0.53,
47.738,-1.44,0.25,2.08,-0.78,2.25,-0.53,
47.741,-1.44,0.25,2.08,-0.70,1.97,-0.52,
47.747,-1.69,0.08,2.42,-0.70,1.97,-0.52,
47.748,-1.69,0.08,2.42,-0.62,1.69,-0.52,
47.748,-1.69,0.08,2.42,-0.54,1.39,-0.52,
47.749,-1.93,-0.22,2.72,-0.54,1.39,-0.52,
47.749,-1.93,-0.22,2.72,-0.46,1.08,-0.51,
47.75,-1.93,-0.22,2.72,-0.37,0.75,-0.50,
47.753,-2.20,-0.50,3.01,-0.37,0.75,-0.50,
47.753,-2.20,-0.50,3.01,-0.29,0.41,-0.49,
47.756,-2.20,-0.50,3.01,-0.20,0.06,-0.47,
47.758,-2.45,-0.71,3.37,-0.20,0.06,-0.47,
47.758,-2.45,-0.71,3.37,-0.12,-0.30,-0.45,
47.76,-2.45,-0.71,3.37,-0.02,-0.66,-0.42,
47.763,-2.75,-0.88,3.75,-0.02,-0.66,-0.42,
47.763,-2.75,-0.88,3.75,0.07,-1.03,-0.40,
47.765,-2.75,-0.88,3.75,0.17,-1.40,-0.37,
47.768,-2.75,-0.88,3.75,0.27,-1.76,-0.33,
47.768,-3.00,-0.98,4.03,0.27,-1.76,-0.33,
47.77,-3.00,-0.98,4.03,0.37,-2.11,-0.29,
47.772,-3.29,-1.01,4.21,0.37,-2.11,-0.29,
47.772,-3.29,-1.01,4.21,0.48,-2.44,-0.25,
47.776,-3.29,-1.01,4.21,0.59,-2.76,-0.21,
47.777,-3.29,-1.01,4.21,0.70,-3.06,-0.16,
47.778,-3.50,-1.02,4.24,0.70,-3.06,-0.16,
47.78,-3.50,-1.02,4.24,0.81,-3.33,-0.11,
47.783,-3.57,-1.10,4.07,0.81,-3.33,-0.11,
47.783,-3.57,-1.10,4.07,0.92,-3.58,-0.06,
47.785,-3.57,-1.10,4.07,1.03,-3.80,-0.01,
47.787,-3.57,-1.10,4.07,1.14,-4.00,0.04,
47.79,-3.53,-1.25,3.70,1.14,-4.00,0.04,
47.79,-3.53,-1.25,3.70,1.24,-4.17,0.09,
47.792,-3.40,-1.40,3.27,1.24,-4.17,0.09,
47.793,-3.40,-1.40,3.27,1.33,-4.34,0.15,
47.794,-3.40,-1.40,3.27,1.42,-4.48,0.20,
47.796,-3.20,-1.54,2.88,1.42,-4.48,0.20,
47.797,-3.20,-1.54,2.88,1.51,-4.61,0.25,
47.8,-3.20,-1.54,2.88,1.58,-4.71,0.30,
47.802,-3.20,-1.54,2.88,1.65,-4.80,0.34,
47.802,-2.94,-1.70,2.48,1.65,-4.80,0.34,
47.803,-2.94,-1.70,2.48,1.72,-4.86,0.39,
47.807,-2.94,-1.70,2.48,1.77,-4.91,0.43,
47.807,-2.57,-1.85,1.94,1.77,-4.91,0.43,
47.808,-2.57,-1.85,1.94,1.82,-4.93,0.47,
47.811,-2.15,-1.95,1.45,1.82,-4.93,0.47,
47.811,-2.15,-1.95,1.45,1.86,-4.94,0.51,
47.813,-2.15,-1.95,1.45,1.89,-4.94,0.54,
47.816,-1.69,-2.03,0.96,1.89,-4.94,0.54,
47.816,-1.69,-2.03,0.96,1.92,-4.91,0.57,
47.818,-1.69,-2.03,0.96,1.94,-4.87,0.60,
47.821,-1.19,-2.04,0.49,1.94,-4.87,0.60,
47.821,-1.19,-2.04,0.49,1.96,-4.81,0.63,
47.824,-1.19,-2.04,0.49,1.98,-4.74,0.65,
47.826,-1.19,-2.04,0.49,1.99,-4.65,0.66,
47.827,-0.62,-1.99,0.06,1.99,-4.65,0.66,
47.828,-0.62,-1.99,0.06,2.00,-4.54,0.68,
47.831,-0.62,-1.99,0.06,2.01,-4.42,0.69,
47.831,-0.05,-1.90,-0.37,2.01,-4.42,0.69,
47.833,-0.05,-1.90,-0.37,2.01,-4.28,0.69,
47.835,-0.05,-1.90,-0.37,2.00,-4.14,0.69,
47.835,0.54,-1.77,-0.80,2.00,-4.14,0.69,
47.837,0.54,-1.77,-0.80,1.99,-3.99,0.69,
47.84,1.08,-1.52,-1.19,1.99,-3.99,0.69,
47.84,1.08,-1.52,-1.19,1.98,-3.83,0.68,
47.842,1.08,-1.52,-1.19,1.97,-3.66,0.67,
47.845,1.08,-1.52,-1.19,1.95,-3.48,0.66,
47.845,1.61,-1.22,-1.56,1.95,-3.48,0.66,
47.847,1.61,-1.22,-1.56,1.92,-3.29,0.65,
47.849,2.12,-0.92,-1.95,1.92,-3.29,0.65,
47.85,2.12,-0.92,-1.95,1.89,-3.09,0.63,
47.852,2.12,-0.92,-1.95,1.86,-2.89,0.60,
47.854,2.57,-0.63,-2.34,1.86,-2.89,0.60,
47.855,2.57,-0.63,-2.34,1.83,-2.68,0.58,
47.857,2.57,-0.63,-2.34,1.78,-2.46,0.55,
47.86,2.97,-0.33,-2.74,1.78,-2.46,0.55,
47.861,2.97,-0.33,-2.74,1.73,-2.23,0.52,
47.866,2.97,-0.33,-2.74,1.67,-1.99,0.49,
47.866,3.34,-0.05,-3.26,1.67,-1.99,0.49,
47.866,3.34,-0.05,-3.26,1.61,-1.74,0.46,
47.867,3.34,-0.05,-3.26,1.54,-1.48,0.43,
47.869,3.64,0.19,-3.74,1.54,-1.48,0.43,
47.869,3.64,0.19,-3.74,1.46,-1.21,0.39,
47.871,3.64,0.19,-3.74,1.39,-0.94,0.35,
47.874,3.88,0.41,-4.23,1.39,-0.94,0.35,
47.874,3.88,0.41,-4.23,1.30,-0.66,0.32,
47.877,3.88,0.41,-4.23,1.21,-0.38,0.28,
47.879,3.88,0.41,-4.23,1.12,-0.10,0.24,
47.879,4.03,0.62,-4.66,1.12,-0.10,0.24,
47.881,4.03,0.62,-4.66,1.02,0.19,0.20,
47.884,4.15,0.72,-5.08,1.02,0.19,0.20,
47.884,4.15,0.72,-5.08,0.91,0.47,0.16,
47.886,4.15,0.72,-5.08,0.81,0.75,0.11,
47.888,4.17,0.76,-5.44,0.81,0.75,0.11,
47.888,4.17,0.76,-5.44,0.70,1.02,0.07,
47.891,4.17,0.76,-5.44,0.59,1.28,0.02,
47.893,4.17,0.76,-5.44,0.47,1.52,-0.02,
47.894,4.12,0.71,-5.57,0.47,1.52,-0.02,
47.896,4.12,0.71,-5.57,0.36,1.76,-0.07,
47.898,4.03,0.70,-5.60,0.36,1.76,-0.07,
47.898,4.03,0.70,-5.60,0.25,1.98,-0.12,
47.9,4.03,0.70,-5.60,0.13,2.18,-0.17,
47.903,3.90,0.61,-5.49,0.13,2.18,-0.17,
47.903,3.90,0.61,-5.49,0.02,2.37,-0.23,
47.905,3.90,0.61,-5.49,-0.09,2.54,-0.28,
47.908,3.70,0.53,-5.27,-0.09,2.54,-0.28,
47.908,3.70,0.53,-5.27,-0.19,2.69,-0.33,
47.91,3.70,0.53,-5.27,-0.29,2.82,-0.38,
47.913,3.70,0.53,-5.27,-0.38,2.93,-0.43,
47.913,3.43,0.48,-4.89,-0.38,2.93,-0.43,
47.915,3.43,0.48,-4.89,-0.46,3.03,-0.48,
47.918,3.05,0.38,-4.40,-0.46,3.03,-0.48,
47.918,3.05,0.38,-4.40,-0.54,3.10,-0.53,
47.92,3.05,0.38,-4.40,-0.60,3.16,-0.57,
47.923,3.05,0.38,-4.40,-0.67,3.20,-0.62,
47.923,2.54,0.25,-3.90,-0.67,3.20,-0.62,
47.925,2.54,0.25,-3.90,-0.72,3.21,-0.66,
47.927,2.54,0.25,-3.90,-0.77,3.20,-0.71,
47.927,1.96,0.09,-3.39,-0.77,3.20,-0.71,
47.93,1.96,0.09,-3.39,-0.81,3.16,-0.74,
47.932,1.29,-0.05,-2.78,-0.81,3.16,-0.74,
47.932,1.29,-0.05,-2.78,-0.84,3.09,-0.77,
47.935,1.29,-0.05,-2.78,-0.86,2.99,-0.80,
47.937,0.54,-0.09,-1.98,-0.86,2.99,-0.80,
47.937,0.54,-0.09,-1.98,-0.87,2.86,-0.82,
47.947,0.54,-0.09,-1.98,-0.87,2.70,-0.83,
47.947,0.54,-0.09,-1.98,-0.87,2.51,-0.84,
47.947,-0.16,-0.08,-1.13,-0.87,2.51,-0.84,
47.947,-0.16,-0.08,-1.13,-0.85,2.30,-0.84,
47.947,-0.90,-0.05,-0.19,-0.85,2.30,-0.84,
47.947,-0.90,-0.05,-0.19,-0.83,2.06,-0.84,
47.949,-0.90,-0.05,-0.19,-0.80,1.81,-0.84,
47.951,-1.53,0.05,0.56,-0.80,1.81,-0.84,
47.951,-1.53,0.05,0.56,-0.77,1.54,-0.83,
47.954,-1.53,0.05,0.56,-0.72,1.26,-0.81,
47.957,-2.09,0.16,1.24,-0.72,1.26,-0.81,
47.957,-2.09,0.16,1.24,-0.68,0.98,-0.79,
47.959,-2.09,0.16,1.24,-0.62,0.69,-0.76,
47.961,-2.60,0.27,1.79,-0.62,0.69,-0.76,
47.961,-2.60,0.27,1.79,-0.56,0.40,-0.74,
47.963,-2.60,0.27,1.79,-0.50,0.12,-0.70,
47.966,-3.05,0.43,2.22,-0.50,0.12,-0.70,
47.966,-3.05,0.43,2.22,-0.43,-0.16,-0.66,
47.968,-3.05,0.43,2.22,-0.37,-0.42,-0.62,
47.971,-3.05,0.43,2.22,-0.30,-0.67,-0.57,
47.971,-3.38,0.58,2.48,-0.30,-0.67,-0.57,
47.973,-3.38,0.58,2.48,-0.23,-0.91,-0.53,
47.977,-3.50,0.69,2.58,-0.23,-0.91,-0.53,
47.977,-3.50,0.69,2.58,-0.16,-1.13,-0.48,
47.978,-3.50,0.69,2.58,-0.09,-1.33,-0.43,
47.981,-3.50,0.69,2.58,-0.02,-1.52,-0.39,
47.981,-3.44,0.66,2.49,-0.02,-1.52,-0.39,
47.984,-3.44,0.66,2.49,0.03,-1.69,-0.35,
47.985,-3.44,0.66,2.49,0.09,-1.85,-0.31,
47.985,-3.22,0.51,2.28,0.09,-1.85,-0.31,
47.988,-3.22,0.51,2.28,0.14,-1.98,-0.28,
47.99,-2.93,0.40,2.03,0.14,-1.98,-0.28,
47.99,-2.93,0.40,2.03,0.18,-2.10,-0.24,
47.992,-2.93,0.40,2.03,0.22,-2.20,-0.22,
47.995,-2.59,0.39,1.78,0.22,-2.20,-0.22,
47.995,-2.59,0.39,1.78,0.26,-2.28,-0.19,
